sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
JFD-0079,Martini Side Table,John Richard,Furniture > Living > Tables > End Tables,470,1292,A solid crystal cube martini side table.,JFD-0079-1,"8""D","8""W","19""H"
JFD-0078,Martini Side Table,John Richard,Furniture > Living > Tables > End Tables,470,1292,A solid crystal baluster martini side table.,"JFD-0078-1,JFD-0078-10","10""D","10""W","20""H"
JFD-0049,ConstructIVist Bronze Coffee Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1125,3094,A Constructivist bronze coffee table has a beveled glass top.,JFD-0049-1,"48""D","60""W","17.5""H"
AJC-9300,Aureo Fourteen-Light Glass Pendant Chandelier,John Richard,Lighting > Chandeliers,3185,8759,This fourteen-light pendant chandelier with a finish of brushed nickel has handblown seeded glass globes with embedded glass nuggets.,"AJC-9300-1,AJC-9300-3","40""D","40""W","24""H"
AJC-9299,Aureo Ten-Light Horizontal Glass Pendant Chandelier,John Richard,Lighting > Chandeliers,2745,7549,"This ten-light, horizontal pendant chandelier with a finish of brushed nickel has handblown seeded glass globes with embedded glass nuggets.",AJC-9299-1,"20""D","60""W","24""H"
AJC-9298,Aureo Single-Light Glass Pendant,John Richard,Lighting > Pendants,325,894,This single-light pendant with a finish of brushed nickel has a handblown seeded glass globe with embedded glass nuggets.,"AJC-9298-1,AJC-9298-3","7.25""D","7.25""W","24""H"
AJC-9297,Aureo Single-Light Glass Wall Sconce,John Richard,Lighting > Pendants,325,894,This single-light wall sconce with a finish of brushed nickel has a handblown seeded glass globe with embedded glass nuggets.,"AJC-9297-1,AJC-9297-10,AJC-9297-11","8.5""D","7""W","19.75""H"
AJC-9296,International Style Eight-Light Cage Pendant in Polished Nickel,John Richard,Lighting > Pendants,1975,5431,"International Era Eight Light Cage Pendant with Etched Glass Diffuser features a Crystal center column and Polished Nickel arms, bowl, and ring with a Crystal finial. A Glass diffuser encircles the main fixture body.","AJC-9296-1,AJC-9296-3","36""D","36""W","20""H"
AJC-9295,International Style Eight-Light Cage Pendant in Satin Gold,John Richard,Lighting > Pendants,1975,5431,"International Era Eight Light Cage Pendant with Etched Glass Diffuser features a Crystal center column and Satin Gold arms, bowl, and ring with a Crystal finial. A Glass diffuser encircles the main fixture body.","AJC-9295-1,AJC-9295-3","36""D","36""W","20""H"
AJC-9294,Rhapsody Fluted and Seeded Glass Wall Sconce,John Richard,Lighting > Wall Sconces,415,1141,This single-light wall sconce features fluted and seeded handblown glass tubes with brass accents.,AJC-9294-1,"1""D","4""W","26""H"
AJC-9293,Sherwood Eight-Light Chandelier in Polished Nickel,John Richard,Lighting > Chandeliers,3625,9969,"This eight-light chandelier features a center column of tapered crystal and matching crystal shades that rest on delicate, ribbed arms in plated polished nickel. A center crystal finial features a metal tip and is ringed by eight crystals.",AJC-9293-1,"40""D","40""W","48.75""H"
AJC-9292,Sherwood Eight-Light Chandelier in Satin Gold,John Richard,Lighting > Chandeliers,3625,9969,"This eight-light chandelier features a center column of tapered crystal and matching crystal shades that rest on delicate, ribbed arms in plated satin gold. A center crystal finial features a metal tip and is ringed by eight crystals.",AJC-9292-1,"40""D","40""W","48.75""H"
AJC-9291,Hanasaku Crystal Bud Branch Fourteen-Light Oblong Chandelier,John Richard,Lighting > Chandeliers,3850,10588,This oblong chandelier has branches in antique silver leaf with crystal buds and fourteen lights.,"AJC-9291-1,AJC-9291-3","30""D","65""W","20""H"
AJC-9287,Rhapsody Fluted and Seeded Glass Tubes Horizontal Chandelier,John Richard,Lighting > Chandeliers,3295,9061,This chandelier features nine fluted and seeded handblown glass lighted tubes with brass accents that hang asymmetrically. There are ten additional LED lights in the canopy.,"AJC-9287-1,AJC-9287-3","18""D","70""W","15""H"
AJC-9286,Rhapsody Fluted and Seeded Glass Tubes Chandelier,John Richard,Lighting > Chandeliers,4395,12086,This chandelier features sixteen fluted and seeded handblown glass lighted tubes with brass accents that hang asymmetrically. There are ten additional LED lights in the canopy.,"AJC-9286-1,AJC-9286-3","40""D","40""W","32""H"
AJC-9284,Kotta Single-Light Cut-Crystal Wall Sconce,John Richard,Lighting > Wall Sconces,385,1059,This single-light wall sconce in antique silver leaf features gorgeous cut crystals.,AJC-9284-1,"7""D","9""W","20""H"
AJC-9283,Kotta Four-Light Cut-Crystal Flush Mount,John Richard,Lighting > Flush Mounts,1205,3314,"This four-light flush mount in antique silver leaf features gorgeous, sweeping, hand-cut crystals.","AJC-9283-1,AJC-9283-3","23""D","23""W","12""H"
AJC-9282,Kotta Fourteen-Light Cut-Crystal Oblong Chandelier,John Richard,Lighting > Chandeliers,3295,9061,This oblong chandelier with fourteen lights is in antique silver leaf and features gorgeous cut crystals.,"AJC-9282-1,AJC-9282-3","30""D","65""W","20""H"
AJC-9281,Kotta Twelve-Light Cut-Crystal Pendant Chandelier,John Richard,Lighting > Chandeliers,3575,9831,This twelve-light pendant chandelier in antique silver leaf features a halo of gorgeous cut crystals.,"AJC-9281-1,AJC-9281-3","40""D","40""W","12""H"
AJC-9279,Bauhaus Era Eight-Light Nickel Cage Pendant With Shade,John Richard,Lighting > Pendants,1535,4221,"This eight-light cage pendant features a crystal center column wrapped by four intersecting, curved, and rectangular arms in polished nickel. A fabric drum shade in black with a diffuser encircles the main fixture body.",AJC-9279-1,"30""D","30""W","34.5""H"
AJC-9278,Bauhaus Era Eight-Light Brass Cage Pendant With Shade,John Richard,Lighting > Pendants,1375,3781,"This eight-light cage pendant features a crystal center column wrapped by four intersecting, curved, and rectangular arms in brass. A fabric drum shade in white with a diffuser encircles the main fixture body.",AJC-9278-1,"30""D","30""W","34.5""H"
AJC-9266,"Stone, Alabaster Pendant Light",John Richard,Lighting > Pendants,385,1059,"Inspiring contemporary ambience, this pendant design has a geometric cube silhouette combining a double alabaster shade and a metal downrod in an antique brass finish.","AJC-9266-1,AJC-9266-3","6""D","6""W","57.75""H"
AJC-9265,"Stone, Alabaster Sconce",John Richard,Lighting > Wall Sconces,355,976,"Inspiring contemporary ambience, this sconce design has a geometric cube silhouette combining a double alabaster shade and an antique brass finish.",AJC-9265-1,"6""D","6""W","17""H"
AJC-9263,Single-Light Wall Sconce In Antique Brass,John Richard,Lighting > Wall Sconces,565,1554,"This lustrous, single-light wall sconce features opposing views of convex and concave polished and antique brass.",AJC-9263-1,"4""D","8""W","16.25""H"
AJC-9262,Single-Light Wall Sconce In Nickel,John Richard,Lighting > Wall Sconces,565,1554,"This lustrous, single-light wall sconce features opposing views of convex and concave polished and brushed nickel.",AJC-9262-1,"4""D","16.25""W","8""H"
AJC-9238,Faceted Glass Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,180,495,"This single-light wall sconce with an antique silver finish will sparkle in any room, with each clear and etched glass, faceted crystal refracting the light for a prismatic display.",AJC-9238-1,,,
AJC-9237,Faceted Glass Single-Light Pendant,John Richard,Lighting > Pendants,210,578,"This single-light pendant with an antique silver finish will sparkle in any room, with each clear and etched glass, faceted crystal refracting the light for a prismatic display.","AJC-9237-1,AJC-9237-3,AJC-9237-7",,,
AJC-9218,Layered Acrylic Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,210,578,This two-light wall sconce features layered acrylic panels edged in gold leaf.,AJC-9218-1,"8""D","16""W","19""H"
AJC-9180,Moonlight Sonata: Selenite Pane FIVe-Light Semi-Flush Chandelier,John Richard,Lighting > Chandeliers,1680,4620,"One-of-a-kind, organic selenite panes are individually mounted on this semi-flush chandelier, with five sockets interspersed within. It is finished in brushed stainless steel.",AJC-9180-1,,,
AJC-9171,Eight-Light Fandelier,John Richard,Lighting > Chandeliers,2745,7549,A contemporary fandelier features two tiers of faceted crystals with eight lights.,AJC-9171-1,"75""D","36.75""W","26""H"
AJC-9160,Ten-Light Fandelier,John Richard,Lighting > Chandeliers,3380,9295,A contemporary fandelier features two tiers of faceted crystals and ten lights.,"AJC-9160-1,AJC-9160-4,AJC-9160-7,AJC-9160-8",,,
AJC-9159,Shiro-Noda Fifteen-Light Chandelier,John Richard,Lighting > Chandeliers,7475,20556,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning fifteen-light chandelier.",AJC-9159-1,,,
AJC-9157,Shiro-Noda Eleven-Light Chandelier,John Richard,Lighting > Chandeliers,3060,8415,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning eleven-light chandelier.",AJC-9157-1,,,
AJC-9156,Shiro-Noda FIVe-Light Chandelier,John Richard,Lighting > Chandeliers,2540,6985,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning five-light chandelier.",AJC-9156-1,,,
AJC-9150,Cascading Crystal Droplight,John Richard,Lighting > Pendants,355,976,A cascading crystal waterfall droplight is in antique silver leaf.,"AJC-9150-1,AJC-9150-4,AJC-9150-7",,,
AJC-9143,Quartz Twelve-Light Wall Sconce,John Richard,Lighting > Wall Sconces,1120,3080,A twelve-light wall sconce features organic quartz buds on branches in an antique silver champagne finish.,AJC-9143-1,"9.5""D","12.5""W","84""H"
AJC-9131,Handblown Glass Sphere Droplight With Six Lights,John Richard,Lighting > Pendants,1190,3272,This droplight features a sphere in an antique bronze finish with handblown glass spires and six lights.,AJC-9131-1,"15""D","15""W","15""H"
AJC-9130,Handblown Glass Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,425,1169,This single-light wall sconce is in a brushed nickel finish and features a handblown glass globe and an industrial pulley.,AJC-9130-1,"9""D","7""W","35""H"
AJC-9129,Glass Panel Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,425,1169,A single-light art glass textured panel wall sconce is in a brushed nickel finish.,AJC-9129-1,"4.5""D","8""W","21.5""H"
AJC-9127,"Stone, Quartz Flower Single-Light Wall Sconce",John Richard,Lighting > Wall Sconces,460,1265,A single-light wall sconce in brass features blooming quartz flowers.,AJC-9127-1,"8""D","13""W","24""H"
AJC-9126,Curled Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,240,660,This curled wall sconce with two lights has an antique gold-leaf interior and a coffee bronze finish on the exterior.,AJC-9126-1,"4""D","7""W","16""H"
AJC-9124,"Stone, Alabaster Single-Light Wall Sconce",John Richard,Lighting > Wall Sconces,275,756,"This single-light wall sconce features graphic, organic alabaster.",AJC-9124-1,"8.5""D","8.5""W","18""H"
AJC-9123,Coffee Bronze Torch Sconce,John Richard,Lighting > Wall Sconces,250,688,"With a simple and elegant form, this coffee bronze metal wall sconce features a rounded glass shade with a swirl design.",AJC-9123-1,"8""D","6.25""W","25""H"
AJC-9116,Frosted Glass Petal Wall Coupe,John Richard,Lighting > Wall Sconces,210,578,This four-light wall coupe features textured and frosted glass petals.,AJC-9116-1,"6""D","14.5""W","18""H"
AJC-9115,Frosted Glass Petal Horizontal Twenty-Four-Light Chandelier,John Richard,Lighting > Chandeliers,2305,6339,"A horizontal, twenty-four-light chandelier in an antique gold-leaf finish features frosted glass petals.",AJC-9115-1,"24""D","60""W","37.5""H"
AJC-9114,Hans Eleven-Droplight Brass Chandelier,John Richard,Lighting > Chandeliers,575,1581,This Hans chandelier features a cascade of eleven illuminated brass droplights.,"AJC-9114-1,AJC-9114-3,AJC-9114-4",,,
AJC-9106,Shiro-Noda Two-Light Dramatic Glass Cluster Wall Sconce,John Richard,Lighting > Wall Sconces,505,1389,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning two-light wall sconce.",AJC-9106-1,"6""D","14.5""W","24.25""H"
AJC-9105,Glass Teardrop Fourteen-Light Horizontal Chandelier,John Richard,Lighting > Chandeliers,5025,13819,"Organically formed brass branches make up this horizontal chandelier with fourteen lights, dripping with handblown glass teardrops.",AJC-9105-1,"84""D","84""W","10.5""H"
AJC-9082,"Spherical Twelve-Light Stone, Quartz Chandelier",John Richard,Lighting > Chandeliers,1675,4606,"A luminous, spherical, twelve-light chandelier finished in gold leaf features an explosion of quartz crystals.","AJC-9082-1,AJC-9082-6",,,
AJC-9081,"Spherical Thirty-Light Stone, Quartz Chandelier",John Richard,Lighting > Chandeliers,5325,14644,"A luminous, spherical, thirty-light chandelier finished in gold leaf features an explosion of quartz crystals.",AJC-9081-1,,,
AJC-9080,"Stone, Quartz Nine-Light Chandelier",John Richard,Lighting > Chandeliers,1370,3768,"A luminous, nine-light chandelier finished in gold leaf features an explosion of quartz crystals.",AJC-9080-1,,,
AJC-8965,Glass Globe One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,270,742,A one-light wall sconce in brass features a handblown glass globe.,AJC-8965-1,"7.5""D","6""W","24""H"
AJC-8909,Brass-Banded One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,200,550,A modern brass wall sconce with brass-banded trim on the shade.,AJC-8909-1,"9.5""D","6""W","19.5""H"
AJC-8851,Budding Crystal One-Light Sconce,John Richard,Lighting > Wall Sconces,395,1086,"The organic, branchlike arms of this sconce are finished in an antique silver patina.",AJC-8851-1,"7""D","15""W","19""H"
AJC-8850,Budding Crystal Ten-Light Chandelier,John Richard,Lighting > Chandeliers,2070,5692,"The two-tiered, organic, branchlike arms of this chandelier are finished in an antique silver patina.","AJC-8850-1,AJC-8850-4,AJC-8850-5,AJC-8850-7,AJC-8850-8,AJC-8850-9,AJC-8850-10","39""D","39""W","19""H"
AJC-8849,Budding Crystal Sixteen-Light Chandelier,John Richard,Lighting > Chandeliers,3120,8580,"The three-tiered, organic, branchlike arms of this chandelier are finished in an antique silver patina.","AJC-8849-1,AJC-8849-6","47""D","47""W","27""H"
JFD-0147S3,Aperture Wall Panels (Set of Three),John Richard,Decoration > Artistic Ornaments > Wall Art,1130,3108,This three-panel wall sculpture features hand-forged brass apertures surrounded by polished steel frames.,JFD-0147S3-1,"1.5""D","18""W","36""H"
